p_a,p_IH,p_IU,p_HD,p_HU,p_UD,R_0,mu,lambda_1,t_0,N,N_I,N_H,N_U,I_moins_0
0.8998327959377113,0.08969033927906554,0.039419246280983825,0.18558606290240715,0.18014269317457646,0.30429708551751056,3.3370672622723223,0.029567128693246014,0.0007751754495241572,20.998803446009628,31.999716550518123,10.998825471187704,20.002104159969985,19.99902608941226,74.00094826565793
0.8998351671316287,0.08964300696155078,0.03934440629671658,0.1855393783100863,0.1801518340866566,0.3043508411570084,3.3371382176168365,0.02956793932634544,0.0007751851796766036,20.998833175319824,31.99961134651053,10.998868054479576,20.00208018982054,19.999031228404498,74.00097858081628
0.8998027218564095,0.08972003089855275,0.039274679210540946,0.18553923069570577,0.18014610360004987,0.3044015841746391,3.337046653340243,0.029565395060708623,0.0007751821073821381,20.998776822818904,31.9995921306969,10.998861381371988,20.002037711467874,19.998897431590358,74.0010187655922
0.8998398490689737,0.08974664450622741,0.039160081368594606,0.18548266083843243,0.18008234229820866,0.30454553928584044,3.337010630691839,0.02956539172459693,0.0007751711251032485,20.998828344528302,31.99965855215134,10.998798918525111,20.0020067030725,19.998783459907,74.00097353515227
0.8998774319900475,0.08969664928732535,0.03916036552012682,0.18550038855493048,0.18010577888229568,0.3045939071540271,3.3369864581814697,0.029564516435564906,0.0007751741764862583,20.99881717983268,31.999703976931674,10.998800394805848,20.002078516110704,19.998845467704108,74.00096870369177
0.8998489685734669,0.08971587119132711,0.039253664843148156,0.18543561594426586,0.1800717122107792,0.30469581332646417,3.336992601030686,0.02956210418528082,0.0007751756785475236,20.99892335927811,31.999672375345963,10.998780997614698,20.002045366568186,19.998862405016695,74.0009110090606
0.8999855447393348,0.08979324291675646,0.0393183645088508,0.18543218149595755,0.18008877456693387,0.30463031740628627,3.336942970223041,0.02955662482952197,0.0007751733768419128,20.998929946765454,31.999693454030066,10.998696265477502,20.001979538352316,19.99886994314748,74.00095209808161
0.8999692840905831,0.08979047995347818,0.039245624136259025,0.18534462301956192,0.18009191915704748,0.30466004710334627,3.336970927778149,0.029555451361992467,0.0007751712911658079,20.998835421803054,31.99965585162049,10.998775542826527,20.00199271337686,19.998887221431758,74.00092609204084
0.8999771281573467,0.08986299196166392,0.039292668030130984,0.1854121430397708,0.180013549504432,0.30462232078366686,3.337014241517566,0.029560296417613464,0.0007751749436027215,20.998914023211796,31.99968540950731,10.9987121569457,20.00196775857956,19.998899737977634,74.0009114745239
0.8999920081680223,0.08985399834262324,0.039216421825888644,0.18545944196174355,0.1799977093129647,0.30464387130356596,3.3369972288346728,0.02955560458273684,0.0007751764107798087,20.998938953529162,31.999720760016434,10.998716629070621,20.001926708693457,19.99896118726137,74.00098627328586
0.8998919535946435,0.08986502122626604,0.03916687717267964,0.18538086905181186,0.17995761523279163,0.3046189188207089,3.3369450969360144,0.02956236295286125,0.0007751801528573519,20.998907828798114,31.99969466282722,10.998605162399782,20.001992423526673,19.99896828442135,74.00103067886533
0.8998683549682771,0.08983040018145998,0.03914956699600743,0.18539090468176767,0.18001047123758382,0.30469328138395796,3.336911173820347,0.02955678846270618,0.000775173455297837,20.998977430444743,31.999727107883846,10.998604124063554,20.00199282941341,19.99898593691831,74.00096926585907
0.8999129743747094,0.0898322437368997,0.039157133409675644,0.1853995391935448,0.18002419983674858,0.30469404230612307,3.3369039112209045,0.02955359019611044,0.0007751725578693782,20.998988816853274,31.999778054226248,10.998591152605064,20.002006512399774,19.99899631168743,74.00091500136178
0.8999422149674994,0.0898400311028662,0.03924193762494938,0.18536996438442113,0.1800666892599205,0.3047077985465186,3.336851151830085,0.02954928353875579,0.0007751709733800103,20.998961070309605,31.99969458770481,10.998557957611034,20.001988090761497,19.998964529706342,74.00095210377383
0.8998786109158374,0.08984020954290738,0.03924291697088832,0.18533194583987234,0.180134281362217,0.30470263460741487,3.336901870412922,0.029544724921705467,0.0007751694925539005,20.999027013695088,31.99972912347377,10.998498796091589,20.0020698307107,19.99895573416701,74.00092418965869
0.8998545301377157,0.08987883360579903,0.03921463054487584,0.1853732368052474,0.18015437517601782,0.3046122323112483,3.336922817959381,0.029538947951566374,0.0007751702964819522,20.999029283511256,31.9996845415221,10.998432462866463,20.002081116396994,19.999009785242105,74.00092300059839
0.8998903039488475,0.08989381013614302,0.03918960403266669,0.18540519068547534,0.1801647305894132,0.304598398932288,3.336934065645775,0.029538750204887138,0.0007751675443262932,20.9990307651716,31.999630469236454,10.998305625846793,20.002101561302247,19.998936926930654,74.0008486848837
0.8998883121642843,0.08992591531633477,0.039165374143231395,0.18532231287272874,0.1802023053101025,0.3046626070674015,3.3369233745098,0.02954214368705745,0.0007751652441612024,20.998989230201563,31.999661143716907,10.998433217332469,20.002091253940492,19.99889642630779,74.00083655294948
0.8999393649081789,0.08986214139693818,0.03919432071838675,0.18531809936792767,0.1802281506909999,0.304629904805069,3.336974667666315,0.02953558842930164,0.0007751686918011869,20.998992363010974,31.999709301169446,10.998413467019999,20.002082195935365,19.99894231767282,74.00084534217788
0.8998728175982779,0.08985047530814429,0.03922483030682804,0.18530402558170309,0.18028835364642595,0.3045703370758638,3.3369590689875963,0.029536140491222107,0.0007751708862562516,20.999025285838893,31.999619228476845,10.998362727965471,20.002104755549166,19.998961991437348,74.00089099146119
0.8999558333710195,0.0897834107369121,0.03921369931669359,0.18541058695261511,0.1803789554675851,0.3045178469139722,3.3369359058301895,0.029532571566490667,0.0007751583914676831,20.999132908477645,31.999603515982486,10.998358127010217,20.0021071584407,19.99898171631314,74.00081504164487
0.8999140798391688,0.08979562775882251,0.03920854504299714,0.1853808239229406,0.18031672374456237,0.30460087896671495,3.3370034615734085,0.029542939050486723,0.0007751540630411402,20.999171072930032,31.999539729145877,10.998294737307193,20.00212643031596,19.999027446043222,74.00074145937633
0.8998484660358026,0.08982425453730758,0.03924109694476065,0.18540323142141507,0.1802910407671586,0.3046029361735781,3.336987832210986,0.029542107024160488,0.0007751579388462084,20.999166629750654,31.99949969356215,10.998304873596727,20.002160283232172,19.998990038283033,74.00074788524317
0.8998405787143643,0.08986439778855076,0.039136810642769304,0.18549982384049846,0.18029919768902722,0.3046343758811936,3.3369274430212785,0.029540849079149185,0.0007751616840970956,20.999112148194115,31.999595726098388,10.998340444613822,20.002186743240184,19.9989402201457,74.00079386670312
0.8997508186764346,0.08985062677074318,0.03915644924835876,0.18547117138643504,0.1803274867261076,0.30463518337796025,3.3369564973675376,0.029540606759304245,0.0007751578566042927,20.9991314066901,31.99963407439975,10.998329846035956,20.002216923012387,19.998915072129808,74.00078273658742
0.8997461031985355,0.08995516216467145,0.03921880133828722,0.1854609906105408,0.18031836482598962,0.30468608921822127,3.3369495313884174,0.02954184978836342,0.000775165633570764,20.999138723138433,31.999615535608324,10.998341865176558,20.002260562541966,19.998904521143352,74.00074636402272
0.8997677438762798,0.08999429621734194,0.03914522745887362,0.18546645581801716,0.1803206026950757,0.30464284922366747,3.336953673163934,0.02953988219209498,0.0007751525771269306,20.999146045596657,31.99952201959303,10.998376989973119,20.00233159085537,19.998904592339183,74.00088119660897
0.8997327812046885,0.09008064647921046,0.03917689537286631,0.18553084875885686,0.18032983305714104,0.3046420510031814,3.3369572644031695,0.02954035622669711,0.0007751491081219667,20.99908165711143,31.99957811059522,10.998448652907019,20.00229542542635,19.99892162943249,74.00089623147876
0.899634236247174,0.09012346982460206,0.039211434209355946,0.18556752312771002,0.18026825640780308,0.30461394557675525,3.336916561045432,0.029540562012756916,0.0007751441742784782,20.99912229861759,31.99947884612304,10.9984717507467,20.002203443564344,19.998931098936914,74.0009072435633
0.8996826945398395,0.09015447157627544,0.039209454885329835,0.1856425833435488,0.1803075039629006,0.3045724241712007,3.3369111205864264,0.029548344508591336,0.0007751372140495986,20.999110702399754,31.999428199607102,10.998476932317885,20.0022533873106,19.998838078858594,74.00089752146074
0.8996294949982573,0.09023077594647624,0.039208589147723925,0.18567587601931532,0.1803509140034129,0.3045389632726357,3.3369180316286,0.02955387366864865,0.0007751307205472532,20.999109118449386,31.999480342267688,10.998521883811167,20.002343358537438,19.998878130449505,74.00093116910682
0.8996350044401469,0.09011413057366369,0.03921358926744157,0.1857868203024802,0.18028554876713193,0.30455395799437834,3.3369205319428614,0.029557256729188727,0.0007751280585821074,20.999094905850917,31.99949911357942,10.99846860672973,20.002407897214127,19.998912921047413,74.00089250159779
0.8996286884005584,0.09007677940488483,0.03921886176610022,0.18572701193789917,0.18031876278299575,0.30454540972492705,3.3369161420460873,0.029555803096078474,0.0007751260092427502,20.999148361067885,31.999419634051968,10.998422618025362,20.002352115885415,19.998941435445584,74.0008738985314
0.8996576178002994,0.09003393403566476,0.03916215223030391,0.18577531727731733,0.18031816558635436,0.30460141059304174,3.33689610972166,0.029555401407797003,0.0007751276564213855,20.99916466352921,31.999407052279608,10.998508417751289,20.002380214221308,19.998939301851802,74.00078941932267
0.8996149219724763,0.08999703853887096,0.03921146273494161,0.18578333058285693,0.1803381067013212,0.3046228010480098,3.3368654792937056,0.029554346573819563,0.0007751229345532525,20.999210021570136,31.999327455441,10.998580373196528,20.002326624297066,19.998875122974972,74.00080812854482
0.8996318931826688,0.09001619726584018,0.039194171768484984,0.18572311220241375,0.18032834033375805,0.3045955326581633,3.3368044360615268,0.029555098704643745,0.0007751176215449488,20.999320195388748,31.99938690623665,10.998586196091436,20.00233214721331,19.99878757523025,74.00079756218622
0.8996097026600072,0.09006976359275051,0.039176900849407045,0.18568746861581,0.18032481063702263,0.3046594732264131,3.3367827310143174,0.029557397106311997,0.0007751176524539416,20.999265297562538,31.999388626869067,10.998554990774641,20.002414169862284,19.998786419391138,74.00074214051608
0.8996183433652395,0.0899783200956993,0.03920190924439564,0.18569680719368425,0.1803468891613045,0.3045229457461892,3.3367284857003083,0.029567256108345007,0.0007751138467239992,20.999266310456015,31.99934911309594,10.99852939433878,20.00236380736579,19.998804709418028,74.00069585601666
0.8996740727442936,0.09004289434241448,0.03920219630241835,0.18568853555447473,0.18040324910756075,0.3044942821472088,3.3367328667137994,0.02956875225577112,0.0007750981925586186,20.999214590730958,31.999286639905772,10.998547129662363,20.002361121982965,19.998755703420727,74.00065127760637
0.899621609010487,0.08999714887000737,0.03924192088560668,0.1856614045112676,0.18040077953698266,0.3044484247615245,3.336744951211284,0.029564130735408808,0.0007750930481388698,20.999171558518636,31.999337033670336,10.998556317364239,20.00242600092518,19.99879186204186,74.00066991453122
0.8996569109755179,0.0900662808667946,0.039257902950498295,0.1856693268308354,0.18039595651940044,0.30446808305624457,3.336674648878066,0.029562250286969377,0.0007750882945438258,20.999156943932803,31.999365922874457,10.998577915651369,20.00239900031769,19.99877906074129,74.00058473837728
0.8996957950637864,0.0900509534592898,0.039211065447536046,0.18565718648626114,0.18042605736989922,0.30454767346466133,3.336768438061842,0.02956479580452737,0.0007750874584656695,20.999112788849903,31.999372662785806,10.998620135379841,20.002320503667963,19.998737938177698,74.00057573488927
